stop_name,bus_boardings,integration_index,neighborhood
LOWRIE ST OPP FROMAN ST,100.0,0.0,Troy Hill
MADISON AVE AT CONCORD ST,50.0,0.0,East Allegheny
MAIN ST AT 13TH ST FS,520.0,0.0,Unknown
MAIN ST AT 14TH ST,520.0,0.0,Unknown
MAIN ST AT 15TH ST,50.0,0.0,Unknown
MAIN ST AT 16TH ST,190.0,0.0,Unknown
MAIN ST AT 18TH ST,50.0,0.0,Unknown
MAIN ST AT 19TH ST,290.0,0.0,Unknown
MAIN ST AT 21ST ST,50.0,0.0,Unknown
MAIN ST AT 23RD ST,100.0,0.0,Unknown
MAIN ST AT 62ND ST BRIDGE FS,190.0,0.0,Unknown
MAIN ST AT 6TH ST,380.0,0.0,Unknown
MAIN ST OPP 6TH ST FS,430.0,0.0,Unknown
MAIN ST AT 8TH ST,240.0,0.0,Unknown
MAIN ST AT ALI ST,100.0,0.0,Unknown
MAIN ST OPP 9TH ST,240.0,0.0,Unknown
MAIN ST AT CANAL ST,860.0,0.0,Unknown
MAIN ST AT PRAEGER ST,290.0,0.0,Unknown
MAIN ST AT #1704,380.0,0.0,Unknown
MAIN ST AT #1834,190.0,0.0,Unknown
MAIN ST OPP 13TH ST FS,380.0,0.0,Unknown
MAIN ST OPP 14TH ST,620.0,0.0,Unknown
MAIN ST OPP 15TH ST,50.0,0.0,Unknown
MAIN ST OPP 16TH ST,140.0,0.0,Unknown
MAIN ST OPP 17TH ST,190.0,0.0,Unknown
MAIN ST OPP 18TH ST,100.0,0.0,Unknown
MAIN ST OPP 19TH ST,290.0,0.0,Unknown
MAIN ST OPP 21ST ST,50.0,0.0,Unknown
MAIN ST OPP 23RD ST,140.0,0.0,Unknown
MAIN ST AT 9TH ST,330.0,0.0,Unknown
MAIN ST OPP CANAL ST,620.0,0.0,Unknown
MAIN ST AT #1841,50.0,0.0,Unknown
MARSHALL AVE OPP STAYTON ST,140.0,0.0,Marshall-Shadeland
MARSHALL AVE OPP NEW HAMPSHIRE DR,50.0,0.0,Marshall-Shadeland
MATHIAS ST AT SOUTH SIDE AVE,50.0,0.0,Spring Hill-City View
MCINTYRE SQUARE AT GABRIEL BROTHERS,290.0,0.0,Unknown
MCKNIGHT RD AT THE BLOCK NORTHWAY DRVWY,140.0,0.0,Unknown
MCKNIGHT RD AT MR TIRE,100.0,0.0,Unknown
MCKNIGHT RD AT BRAUNLICH DR,100.0,0.0,Unknown
MCKNIGHT RD AT HOUSTON RD FS,50.0,0.0,Unknown
MCKNIGHT RD AT IVORY AVE RAMP FS,50.0,0.0,Unknown
MCKNIGHT RD AT NORTHLAND MEDICAL CENTER,100.0,0.0,Unknown
MCKNIGHT RD AT NELSON RUN RD NS,380.0,0.0,Unknown
MCKNIGHT RD AT NORTH HILLS VILLAGE (NORTH ENT,140.0,0.0,Unknown
MCKNIGHT RD AT PATRICK PL FS,240.0,0.0,Unknown
MCKNIGHT RD AT ROSS TOWNE CENTER,380.0,0.0,Unknown
MCKNIGHT RD AT SIEBERT RD FS,100.0,0.0,Unknown
MCKNIGHT RD AT TOYOTA DEALERSHIP,100.0,0.0,Unknown
MCKNIGHT RD OPP NORTHLAND MEDICAL CENTER,100.0,0.0,Unknown
MCKNIGHT RD OPP NORTH HILLS VILLAGE (NORTH ENT,50.0,0.0,Unknown
MEADVILLE ST AT BELLEAU ST,290.0,0.0,Fineview
MERCHANT ST AT 11TH ST,430.0,0.0,Unknown
MERCHANT ST AT 3RD ST,100.0,0.0,Unknown
MERCHANT ST AT 4TH ST,380.0,0.0,Unknown
MERCHANT ST AT 4TH ST FS,140.0,0.0,Unknown
MERCHANT ST AT #826,140.0,0.0,Unknown
MERCHANT ST AT VALLEY RD,100.0,0.0,Unknown
METROPOLITAN ST AT COLUMBUS AVE,50.0,0.0,Chateau
METROPOLITAN ST AT CITIZEN'S BANK DRVWY,100.0,0.0,Chateau
MT PLEASANT RD AT BEECH ST,290.0,0.0,Northview Heights
MT PLEASANT RD AT CHICAGO ST,290.0,0.0,Northview Heights
MT PLEASANT RD AT CHICAGO ST,290.0,0.0,Northview Heights
MT PLEASANT RD AT HAZLETT ST,570.0,0.0,Northview Heights
MT PLEASANT RD AT NORTHVIEW HTS SCHOOL,50.0,0.0,Northview Heights
MT PLEASANT RD AT PENFORT ST,50.0,0.0,Northview Heights
MT PLEASANT RD AT #384,240.0,0.0,Northview Heights
MT PLEASANT RD OPP HAZLETT ST,760.0,0.0,Northview Heights
MT ROYAL BLVD AT CAMPBELL PL,100.0,0.0,Unknown
MT TROY RD AT BECKERT ST,50.0,0.0,Unknown
PASSAVANT HOSPITAL AT MAIN ENTRANCE,100.0,0.0,Unknown
NORTH HILLS VILLAGE AT TARGET,380.0,0.0,Unknown
NORTH HILLS VILLAGE AT BURLINGTON,100.0,0.0,Unknown
NORTH AVE AT ARCH ST,240.0,10.887629075145,Allegheny Center
NORTH AVE AT ARCH ST,1000.0,55.88368615348375,Central Northside
NORTH AVE AT BRIGHTON RD,1330.0,56.8017265680356,Central Northside
NORTH AVE AT BRIGHTON RD FS,1000.0,47.29516018243103,Allegheny Center
NORTH AVE AT CEDAR AVE (AGH),520.0,9.304279137841588,Allegheny Center
NORTH AVE AT FEDERAL ST,1570.0,947.9205252517605,Allegheny Center
NORTH AVE AT MIDDLE ST FS,50.0,0.0,East Allegheny
NORTH AVE AT MONTEREY ST,100.0,3.016657080572459,Central Northside
NORTH AVE OPP BOYLE ST,330.0,17.38907042707187,Allegheny Center
NORTH AVE OPP SANDUSKY ST,240.0,7.509281465243331,Allegheny Center
NORTH COMMONS AT WEST COMMONS,190.0,9.193050478841082,Allegheny Center
THE BLOCK NORTHWAY DR OPP DAVE AND BUSTERS,50.0,0.0,Unknown
OHIO RIVER BLVD AT CAMP HORNE RD NS,290.0,0.0,Unknown
OHIO RIVER BLVD AT EAT-N-PARK,50.0,0.0,Unknown
OHIO RIVER BLVD AT MCKEES ROCKS BRIDGE,100.0,0.0,Brighton Heights
OHIO RIVER BLVD AT RIVERVIEW AVE FS,50.0,0.0,Unknown
OHIO RIVER BLVD AT THRIFT STORE,240.0,0.0,Unknown
OHIO RIVER BLVD OPP ELIZABETH AVE,100.0,0.0,Unknown
OHIO RIVER BLVD OPP RIVERVIEW AVE,140.0,0.0,Unknown
OLD CALIFORNIA AVE AT WOODLAND AVE,100.0,0.0,Marshall-Shadeland
OLD FREEPORT RD AT #1380,50.0,0.0,Unknown
OLD FREEPORT RD AT FREEPORT RD (TERM),670.0,0.0,Unknown
PARKER ST OPP HILL ST,50.0,0.0,Unknown
PEEBLES RD AT DUNCAN AVE FS,50.0,0.0,Unknown
PENFORT ST AT #173,140.0,0.0,Northview Heights
PENFORT ST AT #174,190.0,0.0,Northview Heights
PENFORT ST AT #338,430.0,0.0,Northview Heights
PENFORT ST AT MT PLEASANT RD,140.0,0.0,Northview Heights
PENNSYLVANIA AVE AT BRIGHTON RD,380.0,60.244071077690975,Central Northside
PENNSYLVANIA AVE AT BRIGHTON RD FS,620.0,80.69161713704466,California-Kirkbride
PENNSYLVANIA AVE AT ALLEGHENY AVE,1570.0,0.0,Manchester
PENNSYLVANIA AVE AT CHATEAU ST,100.0,0.0,Manchester
PENNSYLVANIA AVE AT MANHATTAN ST,290.0,0.0,Manchester
PENNSYLVANIA AVE AT FONTELLA ST,50.0,0.0,Manchester
PENNSYLVANIA AVE AT BIDWELL ST,2140.0,0.0,Manchester
PERRY HWY AT MCDONALDS,140.0,0.0,Unknown
PERRY HWY OPP #328,50.0,0.0,Unknown
PERRY HWY AT WEST VIEW AVE,330.0,0.0,Unknown
PERRY HWY AT VFW,50.0,0.0,Unknown
PERRY HWY OPP WEST VIEW AVE FS,100.0,0.0,Unknown
PERRYSVILLE AVE AT BASCOM ST,50.0,0.0,Perry North
PERRYSVILLE AVE AT VINCETON ST,50.0,0.0,Perry North
PERRYSVILLE AVE AT BURGESS ST,620.0,0.0,Perry South
PERRYSVILLE AVE AT BURGESS ST,570.0,0.0,Perry South
PERRYSVILLE AVE AT N CHARLES ST,50.0,0.0,Perry South
PERRYSVILLE AVE AT N CHARLES ST,240.0,0.0,Perry South
PERRYSVILLE AVE AT EAST ST,50.0,0.0,Perry North
PERRYSVILLE AVE AT ELLZEY ST,480.0,0.0,Perry South
PERRYSVILLE AVE OPP ELLZEY ST,330.0,0.0,Perry South
PERRYSVILLE AVE AT FEDERAL ST,100.0,0.0,Central Northside
PERRYSVILLE AVE AT KENNEDY AVE,50.0,0.0,Perry South
PERRYSVILLE AVE AT LANGLEY ST,50.0,0.0,Perry South
PERRYSVILLE AVE AT MARSHALL AVE,50.0,0.0,Perry North
PERRYSVILLE AVE AT MARSHALL RD,50.0,0.0,Perry North
PERRYSVILLE AVE AT MCCLINTOCK AVE,50.0,0.0,Perry South
PERRYSVILLE AVE AT MCINTYRE AVE,100.0,0.0,Perry South
PERRYSVILLE AVE AT MCINTYRE AVE,50.0,0.0,Perry South
PERRYSVILLE AVE AT PERRY ACADEMY,140.0,0.0,Perry North
PERRYSVILLE AVE AT #1664,50.0,0.0,Perry South
PERRYSVILLE AVE AT WALDORF ST FS,50.0,0.0,Perry North
PERRYSVILLE AVE AT WILSON AVE,140.0,0.0,Perry South
PERRYSVILLE AVE OPP FRANKLIN RD,50.0,0.0,Perry North
PERRYSVILLE AVE OPP MARSHALL AVE,50.0,0.0,Perry South
PERRYSVILLE AVE OPP #3000,50.0,0.0,Perry North
PERRYSVILLE AVE OPP WILSON AVE,50.0,0.0,Perry South
PITTSBURGH ST AT COLFAX ST,50.0,0.0,Unknown
PITTSBURGH ST AT COLFAX ST FS,50.0,0.0,Unknown
PITTSBURGH ST AT HIGHLAND AVE FS,50.0,0.0,Unknown
PITTSBURGH ST AT HILL AVE,100.0,0.0,Unknown
PITTSBURGH ST AT JAMES ST FS,100.0,0.0,Unknown
PITTSBURGH ST AT MURTLAND ST,480.0,0.0,Unknown
PITTSBURGH ST AT OAK ST,480.0,0.0,Unknown
PITTSBURGH ST AT PORTER ST,100.0,0.0,Unknown
PITTSBURGH ST AT PORTER ST,50.0,0.0,Unknown
PITTSBURGH ST AT ROSA ST FS,520.0,0.0,Unknown
PITTSBURGH ST OPP HILL AVE,50.0,0.0,Unknown
PITTSBURGH ST AT BLOCKDALE ST,50.0,0.0,Unknown
PITTSBURGH ST OPP PILLOW AVE,50.0,0.0,Unknown
PITTSBURGH ST OPP ROSA ST,480.0,0.0,Unknown
REMINGTON DR OPP WALDWICK DR,50.0,0.0,Unknown
RHINE ST AT BUENTE ST,100.0,0.0,Spring Hill-City View
RHINE ST AT BUENTE ST,100.0,0.0,Spring Hill-City View
RHINE ST AT ITIN ST FS,50.0,0.0,Spring Hill-City View
RHINE ST AT YETTA AVE FS,100.0,0.0,Spring Hill-City View
RHINE ST OPP #2129,50.0,0.0,Spring Hill-City View
RHINE ST OPP #2146,100.0,0.0,Spring Hill-City View
RHINE ST OPP YETTA AVE,520.0,0.0,Spring Hill-City View
SANDUSKY ST AT GENERAL ROBINSON ST,570.0,0.0,North Shore
SANDUSKY ST AT ISABELLA ST,1100.0,0.0,North Shore
SANDUSKY ST AT STOCKTON AVE,1190.0,0.0,Allegheny Center
SANDUSKY ST AT UNDERPASS,190.0,0.0,North Shore
SHADELAND AVE AT COMPLETE ST FS,190.0,0.0,Marshall-Shadeland
SHADELAND AVE AT DAVIS AVE,290.0,0.0,Brighton Heights
SHADELAND AVE AT DICKSON ST,50.0,0.0,Marshall-Shadeland
SHADELAND AVE AT GEYER AVE,100.0,0.0,Marshall-Shadeland
SHADELAND AVE AT HARBISON ST FS,50.0,0.0,Brighton Heights
SHADELAND AVE AT SCHIMMER ST,50.0,0.0,Marshall-Shadeland
SHADELAND AVE AT STOKES WAY,140.0,0.0,Brighton Heights
SHADELAND AVE AT WOODLAND AVE,380.0,0.0,Marshall-Shadeland
SHADELAND AVE OPP GEYER AVE,50.0,0.0,Marshall-Shadeland
SOUTH COMMONS AT FEDERAL ST FS,330.0,0.0,Allegheny Center
TROY HILL RD AT GOETTMANN ST,50.0,0.0,Troy Hill
WARREN ST AT CATOMA ST,50.0,0.0,Fineview
WATERWORKS MALL AT GIANT EAGLE,3190.0,0.0,Lincoln-Lemington-Belmar
WATERWORKS MALL AT WALMART MAIN ENTRANCE FS,380.0,0.0,Lincoln-Lemington-Belmar
WATERWORKS MALL OPP GIANT EAGLE,3190.0,0.0,Lincoln-Lemington-Belmar
WATERWORKS MALL OPP MARSHALLS,290.0,0.0,Lincoln-Lemington-Belmar
WEST COMMONS AT THE ALLEGHENY SR HOME,190.0,0.0,Allegheny Center
WEST VIEW PARK DR AT PERRY HWY,140.0,0.0,Unknown
WEST VIEW PARK DR OPP WEST VIEW TOWER,190.0,0.0,Unknown
WEST VIEW PLAZA FIRE LANE AT WORKOUT ANYTIME,330.0,0.0,Unknown
WEST VIEW PLAZA FIRE LANE AT GIANT EAGLE,2620.0,0.0,Unknown
WEST VIEW PLAZA FIRE LANE AT UHAUL,860.0,0.0,Unknown
WESTERN AVE AT MANHATTAN ST FS,50.0,0.0,Chateau
WILSON AVE AT PERRYSVILLE AVE,50.0,0.0,Perry South
WOODLAND AVE AT BRIGHTON RD FS,140.0,0.0,Marshall-Shadeland
WOODLAND AVE AT SHADELAND AVE,140.0,0.0,Marshall-Shadeland
WOODLAND AVE AT STAYTON ST,140.0,0.0,Marshall-Shadeland
WOODLAND AVE AT STAYTON ST,50.0,0.0,Marshall-Shadeland
NORTH AVE AT SANDUSKY ST (AGH),760.0,17.708686611347517,Central Northside
LINCOLN AVE AT BURNSIDE AVE FS,100.0,0.0,Unknown
LINCOLN AVE AT HARRISON AVE,330.0,0.0,Unknown
CALIFORNIA AVE AT ST JOHN'S CHURCH,50.0,0.0,Marshall-Shadeland
NORTH HILLS VILLAGE AT BEST BUY,100.0,0.0,Unknown
MCKNIGHT RD OPP NORTH HILLS VILLAGE (CENTER EN,50.0,0.0,Unknown
EAST OHIO ST AT NASH ST FS,1140.0,0.0,East Allegheny
BEAVER ST AT DIVISION ST FS,190.0,0.0,Unknown
PEEBLES RD AT VINCENTIAN DRVWY FS,50.0,0.0,Unknown
WATERWORKS MALL OPP BED BATH & BEYOND (WALMART),1330.0,0.0,Lincoln-Lemington-Belmar
WATERWORKS MALL AT MARSHALLS,810.0,0.0,Lincoln-Lemington-Belmar
PERRYSVILLE AVE AT WATSON BLVD,50.0,0.0,Perry North
MCKNIGHT RD AT INTOWN SUITES DRVWY FS,100.0,0.0,Unknown
PARKER ST AT KOEHLER ST FS,190.0,0.0,Unknown
MCKNIGHT RD AT ROSS PARK MALL DR FS (SELF STO,100.0,0.0,Unknown
BRIGHTON RD OPP ARMANDALE ST,430.0,16.25019153802304,California-Kirkbride
W 4TH AVE AT ROSS ST,140.0,0.0,Unknown
REEDSDALE ST AT BOYCE ST,520.0,19.031501965083674,Chateau
FELICITY RD AT KANE CTR (STAFF ENTRANCE),950.0,0.0,Unknown
FOX CHAPEL RD AT FREEPORT RD FS,100.0,0.0,Unknown
EAST OHIO ST AT CEDAR AVE,1190.0,0.0,Allegheny Center
CEDAR AVE AT EAST OHIO ST NS,860.0,0.0,East Allegheny
CENTER AVE AT FRANKFORT AVE,50.0,0.0,Unknown
FEDERAL ST AT HEMLOCK ST,480.0,19.13123053524788,Central Northside
MAIN ST AT 62ND ST BRIDGE,290.0,0.0,Unknown
AMBULATORY CARE CENTER DR AT BLDG #71,1290.0,0.0,Unknown
AMBULATORY CARE CENTER DR AT BLDG #51,1520.0,0.0,Unknown
CORBETT CT AT CORBETT TOWERS,290.0,0.0,Unknown
ALLEGHENY STATION BAY 1,190.0,10.193484554444309,Chateau
ALLEGHENY STATION BAY 2,670.0,30.79127489465574,Chateau
LINCOLN AVE AT STARR AVE FS (KUHN'S),140.0,0.0,Unknown
CALIFORNIA AVE AT AVALON LOOP,100.0,0.0,Unknown
RIDGE AVE AT ALLEGHENY AVE,50.0,2.509442949343349,Chateau
10TH AVE AT ORMOND ST,50.0,0.0,Unknown
PASSAVANT HOSPITAL AT 4TH FLOOR ENTRANCE BLDG T,50.0,0.0,Unknown
ALPHA DR AT FREEPORT RD FS,100.0,0.0,Unknown
BETA DR AT ALPHA DR FS,100.0,0.0,Unknown
CALIFORNIA AVE AT DAVIS AVE,710.0,0.0,Brighton Heights
ALPHA DR AT HARMAR PARK AND RIDE,190.0,0.0,Unknown
BAKERSTOWN RD AT SILVERVILLE RD,50.0,0.0,Unknown
CALIFORNIA AVE AT BAINTON ST,100.0,0.0,Marshall-Shadeland
BEAVER AVE AT FRANKLIN ST,50.0,0.0,Chateau
CALIFORNIA AVE AT CHIDELL ST,140.0,0.0,Brighton Heights
CALIFORNIA AVE AT CHIDELL ST,330.0,0.0,Brighton Heights
EVERGREEN AVE AT KLOPFER ST,100.0,0.0,Unknown
MERCHANT ST AT 6TH ST,100.0,0.0,Unknown
THE BLOCK NORTHWAY DR AT DAVE AND BUSTERS,240.0,0.0,Unknown
SECOND AVE AT ALLEGHENY COUNTY JAIL,240.0,5.302407060609919,Bluff
SECOND AVE OPP MUNICIPAL COURTS DR FS,760.0,31.986283470742624,Central Business District
FOURTH AVE AT GRANT ST FS,240.0,37.50268943987361,Central Business District
FOURTH AVE AT PPG ENTRANCE,900.0,120.30994811174078,Central Business District
FOURTH AVE AT SMITHFIELD ST,1000.0,26.754610893420015,Central Business District
FOURTH AVE AT WOOD ST,1100.0,45.91516041602897,Central Business District
FIFTH AVE AT GRANT ST NS,1900.0,102.91086219405334,Central Business District
FIFTH AVE OPP MCMASTERS WAY,50.0,2.3039665924916064,Central Business District
FIFTH AVE AT ROSS ST,1810.0,101.94946870305601,Central Business District
FIFTH AVE AT WOOD ST,430.0,14.889944594453748,Central Business District
FIFTH AVE AT SMITHFIELD ST,710.0,19.0454888243222,Central Business District
FIFTH AVE AT SMITHFIELD ST,2050.0,57.16949464234996,Central Business District
FIFTH AVE AT WOOD ST NS,620.0,18.953729390592464,Central Business District
FIFTH AVE OPP DIAMOND ST,240.0,4.388884398524541,Crawford-Roberts
SIXTH AVE AT FIFTH AVE,670.0,20.63280861414558,Central Business District
SIXTH AVE AT BIGELOW BLVD,670.0,15.483104921765333,Central Business District
SIXTH AVE AT SMITHFIELD ST,2190.0,62.14667784302123,Central Business District
SIXTH AVE AT SMITHFIELD ST,3670.0,132.49805683296137,Central Business District
SIXTH AVE AT WOOD ST,1760.0,113.9274321565625,Central Business District
SEVENTH AVE AT SMITHFIELD ST,810.0,36.5716999573918,Central Business District
SEVENTH AVE AT WILLIAM PENN PL,1520.0,64.38538757704306,Central Business District
7TH ST AT FT DUQUESNE BLVD,1810.0,121.29783204617543,Central Business District
7TH ST AT PENN AVE,12570.0,3732.8633050306066,Central Business District
7TH ST AT PENN AVE FS,3520.0,694.2681073579928,Central Business District
9TH ST AT PENN AVE,1670.0,90.30723774784643,Central Business District
BLVD OF ALLIES AT CHERRY WAY FS,2140.0,63.39220179431082,Central Business District
BLVD OF ALLIES AT MARKET ST,140.0,7.129737613646828,Central Business District
BLVD OF ALLIES AT POST GAZETTE BLDG,1290.0,60.165301863932065,Central Business District
BLVD OF ALLIES AT STANWIX ST,950.0,50.911789516434986,Central Business District
BLVD OF ALLIES AT WOOD ST,620.0,17.28066588369305,Central Business District
EAST BUSWAY AT PENN STATION A,1900.0,37.99262758470496,Central Business District
EAST BUSWAY AT PENN STATION B,290.0,5.44473922601563,Central Business District
EAST BUSWAY AT PENN STATION C,1900.0,38.36138518703706,Central Business District
FT PITT BLVD AT SMITHFIELD ST FS,3050.0,58.33062266526031,Central Business District
GRANT ST AT STRAWBERRY WAY (US STEEL TOWER,100.0,2.553601729492526,Central Business District
GRANT ST AT US STEEL STOP A,520.0,12.426644404405003,Central Business District
LIBERTY AVE AT FIFTH AVE,2380.0,164.12265251928366,Central Business District
LIBERTY AVE AT SIXTH AVE,950.0,74.5068589276019,Central Business District
LIBERTY AVE AT 6TH ST,3380.0,147.3247647401956,Central Business District
LIBERTY AVE AT 7TH ST (CLARK BLDG),2380.0,258.02364408854504,Central Business District
LIBERTY AVE AT TITO WAY,1810.0,105.898093155497,Central Business District
LIBERTY AVE AT 10TH ST NS,4190.0,229.0640661098502,Central Business District
LIBERTY AVE AT GATEWAY #4,3330.0,1276.9502315479622,Central Business District
LIBERTY AVE AT MARKET ST,5520.0,313.69802601214485,Central Business District
LIBERTY AVE AT SMITHFIELD ST,1330.0,71.21273549338605,Central Business District
LIBERTY AVE AT WILLIAM PENN PL,1810.0,117.87762427594377,Central Business District
LIBERTY AVE AT WOOD ST,4240.0,380.96838473664644,Central Business District
LIBERTY AVE OPP 9TH ST,4140.0,183.3546710079592,Central Business District
LIBERTY AVE OPP 11TH ST FS (AMTRAK),240.0,6.680177554405794,Central Business District
LIBERTY AVE AT WYNDHAM GRAND HOTEL,520.0,54.07090357822015,Central Business District
LIBERTY AVE OPP SMITHFIELD ST,760.0,49.946753087510594,Central Business District
PENN AVE AT 11TH ST,670.0,21.13829705055039,Central Business District
PENN AVE AT 7TH ST,1330.0,1148.8150271883017,Central Business District
SMITHFIELD ST AT THIRD AVE,760.0,19.925607103055807,Central Business District
SMITHFIELD ST AT SIXTH AVE,4480.0,134.94707608303963,Central Business District
SMITHFIELD ST AT FORBES AVE,1050.0,27.40694979904934,Central Business District
SMITHFIELD ST AT FT PITT BLVD,900.0,21.915705591443597,Central Business District
STANWIX ST AT FOURTH AVE (PPG PLACE),7100.0,618.1405317796987,Central Business District
STANWIX ST AT FORBES AVE,480.0,56.822894561939655,Central Business District
STANWIX ST AT PENN AVE (GATEWAY #2),900.0,52.33699108699998,Central Business District
WOOD ST AT THIRD AVE FS,3100.0,107.77217571067003,Central Business District
WOOD ST AT SIXTH AVE,5760.0,321.85404508176475,Central Business District
WOOD ST BTW FORBES AVE & FIFTH AVE,7050.0,231.177909867477,Central Business District
SECOND AVE AT B ST,240.0,19.37654257513223,Central Business District
SIXTH AVE AT CENTRE AVE,430.0,10.546321471773442,Central Business District
STANWIX ST AT PENN AVE FS,8860.0,575.7445427709595,Central Business District
LIBERTY AVE AT 6TH ST NS (SHELTER),2620.0,127.59848730382562,Central Business District
12TH AVE AT AMITY ST,100.0,0.0,Unknown
12TH AVE AT AMITY ST FS,50.0,0.0,Unknown
S 18TH ST AT ARLINGTON AVE,950.0,0.0,South Side Slopes
S 18TH ST AT E CARSON ST,2050.0,0.0,South Side Flats
S 18TH ST AT CROSSMAN ST FS,50.0,0.0,South Side Slopes
S 18TH ST AT GABLE ST,100.0,0.0,South Side Slopes
S 18TH ST AT JOSEPHINE ST,50.0,0.0,South Side Slopes
S 18TH ST AT MARY ST,100.0,0.0,South Side Flats
S 18TH ST AT MISSION ST,290.0,0.0,South Side Slopes
S 18TH ST AT MONASTERY AVE,50.0,0.0,South Side Slopes
S 18TH ST AT PIUS ST,100.0,0.0,South Side Slopes
S 18TH ST AT STEPS,50.0,0.0,South Side Flats
S 18TH ST OPP WACHTER ST,100.0,0.0,South Side Slopes
S 18TH ST OPP CROSSMAN ST,50.0,0.0,South Side Slopes
S 18TH ST OPP JOSEPHINE ST,50.0,0.0,South Side Slopes
S 18TH ST OPP MT OLIVER ST FS,290.0,0.0,South Side Slopes
S 26TH ST AT E CARSON ST,810.0,30.698262450634868,South Side Flats
S 26TH ST AT SARAH ST,380.0,11.107412103430189,South Side Flats
SECOND AVE AT S 10TH ST BRIDGE,240.0,0.0,Bluff
SECOND AVE AT AMERICAN ST,50.0,0.0,Hazelwood
SECOND AVE AT BATES ST FS,190.0,14.852949501958179,South Oakland
SECOND AVE AT BRADY ST,290.0,0.0,South Oakland
SECOND AVE AT ELIZABETH ST,290.0,7.746020925682913,Hazelwood
SECOND AVE AT ELIZABETH ST,290.0,8.84177385053446,Hazelwood
SECOND AVE AT FLOWERS AVE,140.0,6.586864505463184,Hazelwood
SECOND AVE AT GLEN CALADH ST,1710.0,973.0514666894144,Hazelwood
SECOND AVE AT GLENWOOD AVE,140.0,0.0,Hazelwood
SECOND AVE AT JOHNSTON AVE,50.0,0.8378198825153875,Hazelwood
SECOND AVE AT MANSION ST,50.0,0.0,Hazelwood
SECOND AVE AT TECHNOLOGY DR,50.0,0.0,South Oakland
SECOND AVE AT TECUMSEH ST,1670.0,660.7801196744206,Hazelwood
SECOND AVE AT TIPTON ST,190.0,8.174220287073894,Hazelwood
SECOND AVE AT VESPUCIUS ST,100.0,0.0,Hazelwood
SECOND AVE AT WINSTON ST,50.0,0.0,Hazelwood
SECOND AVE OPP S 10TH ST BRIDGE FS,190.0,0.0,Bluff
SECOND AVE OPP BATES ST FS,380.0,29.685926902245377,South Oakland
SECOND AVE OPP FLOWERS AVE,290.0,11.047933244138571,Hazelwood
SECOND AVE OPP MANSION ST,50.0,0.0,Hazelwood
SECOND AVE OPP WINSTON ST,50.0,0.0,Hazelwood
2ND ST AT GRANT AVE,710.0,0.0,Unknown
2ND ST AT GRANT AVE,1330.0,0.0,Unknown
2ND ST AT HAMILTON AVE,50.0,0.0,Unknown
2ND ST AT KENNEDY AVE,570.0,0.0,Unknown
2ND ST AT KENNEDY AVE FS,190.0,0.0,Unknown
2ND ST AT OLIVER AVE,50.0,0.0,Unknown
2ND ST AT SR CITIZEN HI-RISE,570.0,0.0,Unknown
THIRD AVE AT RT 51 OVERPASS - ELIZABETH PNR,670.0,0.0,Unknown
4TH ST AT KENNEDY AVE,50.0,0.0,Unknown
5TH AVE AT #1681,190.0,0.0,Unknown
5TH ST AT COCHRAN ST,100.0,0.0,Unknown
5TH ST AT PRISCILLA AVE,100.0,0.0,Unknown
5TH ST AT PRISCILLA AVE,50.0,0.0,Unknown
5TH ST AT VIOLA AVE,290.0,0.0,Unknown
8TH AVE AT AMITY ST,670.0,0.0,Unknown
8TH AVE AT AMITY ST FS,520.0,0.0,Unknown
8TH AVE AT ANN ST,480.0,0.0,Unknown
8TH AVE AT ANN ST FS,670.0,0.0,Unknown
8TH AVE AT DICKSON ST,240.0,0.0,Unknown
8TH AVE AT DICKSON ST,240.0,0.0,Unknown
8TH AVE AT GRANT ST,100.0,0.0,Unknown
8TH AVE AT HEISEL ST,190.0,0.0,Unknown
8TH AVE AT LIBRARY PL,190.0,0.0,Unknown
8TH AVE AT MCCLURE ST,430.0,0.0,Unknown
8TH AVE AT MCCLURE ST,670.0,0.0,Unknown
8TH AVE AT RAVINE ST,100.0,0.0,Unknown
8TH AVE AT WEST ST (HI-LEVEL BRIDGE),100.0,0.0,Unknown
8TH AVE AT WEST ST FS,810.0,0.0,Unknown
8TH AVE OPP RAVINE ST,140.0,0.0,Unknown
AMANDA ST AT ARLINGTON AVE,50.0,0.0,Unknown
AMANDA ST AT GOLDBACH WAY,330.0,0.0,Unknown
AMITY ST AT 7TH ST,290.0,0.0,Unknown
AMITY ST AT 8TH AVE NS,240.0,0.0,Unknown
AMITY ST OPP TARGET DR,620.0,0.0,Unknown
AMITY ST AT TARGET DR,760.0,0.0,Unknown
ANN ST AT 8TH AVE,100.0,0.0,Unknown
ARLINGTON AVE AT S 18TH ST,620.0,0.0,South Side Slopes
ARLINGTON AVE AT JOHN ST FS,950.0,0.0,Unknown
ARLINGTON AVE AT CLOVER ST,50.0,0.0,Arlington-Arlington Heights
ARLINGTON AVE OPP CLOVER ST,50.0,0.0,Arlington-Arlington Heights
ARLINGTON AVE AT COLOGNE ST,140.0,0.0,Arlington-Arlington Heights
ARLINGTON AVE AT DENGLER ST,620.0,0.0,Arlington-Arlington Heights
ARLINGTON AVE AT FERNLEAF ST,100.0,0.0,Arlington-Arlington Heights
ARLINGTON AVE AT JULIA ST,50.0,0.0,South Side Slopes
ARLINGTON AVE AT KNOX AVE,190.0,0.0,Allentown
